iter,elapsed_s,best_obj,curr_obj,alpha,selected_orders,gap_abs,gap_pct
4106,7.094,26824,24513,0.05,87,355,1.306
4107,7.096,26824,25737,0.5,88,355,1.306
4108,7.098,26824,24581,0.2,87,355,1.306
4109,7.098,26824,25097,0.2,87,355,1.306
4110,7.098,26824,24968,0.05,88,355,1.306
4111,7.098,26824,25909,0.35,88,355,1.306
4112,7.098,26824,25724,0.5,88,355,1.306
4113,7.098,26824,25403,0.35,87,355,1.306
4114,7.098,26824,25610,0.05,88,355,1.306
4115,7.098,26824,25035,0.1,88,355,1.306
4116,7.098,26824,25251,0.2,88,355,1.306
4117,7.098,26824,25317,0.05,87,355,1.306
4118,7.098,26824,24893,0.5,87,355,1.306
4119,7.098,26824,25946,0.35,87,355,1.306
4120,7.098,26824,25316,0.5,87,355,1.306
4121,7.114,26824,25559,0.1,88,355,1.306
4122,7.115,26824,25134,0.5,87,355,1.306
4123,7.115,26824,25828,0.1,88,355,1.306
4124,7.115,26824,25133,0.5,87,355,1.306
4125,7.115,26824,24366,0.1,88,355,1.306
4126,7.115,26824,25658,0.5,87,355,1.306
4127,7.115,26824,26014,0.5,88,355,1.306
4128,7.115,26824,24913,0.2,88,355,1.306
4129,7.115,26824,25230,0.05,88,355,1.306
4130,7.115,26824,24924,0.1,88,355,1.306
4131,7.115,26824,25500,0.5,88,355,1.306
4132,7.129,26824,25768,0.35,87,355,1.306
4133,7.129,26824,24864,0.2,87,355,1.306
4134,7.129,26824,24847,0.5,88,355,1.306
4135,7.129,26824,24960,0.2,88,355,1.306
4136,7.129,26824,25947,0.1,87,355,1.306
4137,7.129,26824,24972,0.1,88,355,1.306
4138,7.129,26824,24387,0.2,87,355,1.306
4139,7.129,26824,25037,0.5,87,355,1.306
4140,7.129,26824,24476,0.1,88,355,1.306
4141,7.129,26824,24781,0.1,88,355,1.306
4142,7.129,26824,25470,0.1,88,355,1.306
4143,7.129,26824,24739,0.05,88,355,1.306
4144,7.129,26824,25279,0.1,88,355,1.306
4145,7.129,26824,25082,0.35,87,355,1.306
4146,7.145,26824,25407,0.5,88,355,1.306
4147,7.147,26824,25466,0.35,88,355,1.306
4148,7.148,26824,25182,0.5,88,355,1.306
4149,7.149,26824,25846,0.2,87,355,1.306
4150,7.149,26824,25578,0.05,88,355,1.306
4151,7.149,26824,25385,0.05,87,355,1.306
4152,7.149,26824,25901,0.1,87,355,1.306
4153,7.149,26824,25051,0.05,88,355,1.306
4154,7.149,26824,25213,0.05,88,355,1.306
4155,7.149,26824,25322,0.35,88,355,1.306
4156,7.149,26824,24772,0.05,88,355,1.306
4157,7.161,26824,24851,0.35,87,355,1.306
4158,7.162,26824,24799,0.2,88,355,1.306
4159,7.162,26824,25447,0.5,87,355,1.306
4160,7.162,26824,25341,0.5,87,355,1.306
4161,7.162,26824,24693,0.1,88,355,1.306
4162,7.162,26824,25095,0.2,88,355,1.306
4163,7.162,26824,25294,0.35,88,355,1.306
4164,7.162,26824,24848,0.05,87,355,1.306
4165,7.162,26824,25017,0.35,88,355,1.306
4166,7.162,26824,25961,0.35,87,355,1.306
4167,7.162,26824,25777,0.35,88,355,1.306
4168,7.162,26824,24634,0.1,87,355,1.306
4169,7.162,26824,24434,0.2,88,355,1.306
4170,7.177,26824,24879,0.2,88,355,1.306
4171,7.179,26824,24464,0.2,87,355,1.306
4172,7.179,26824,25166,0.5,88,355,1.306
4173,7.179,26824,25165,0.5,87,355,1.306
4174,7.179,26824,24191,0.2,87,355,1.306
4175,7.179,26824,24640,0.2,88,355,1.306
4176,7.179,26824,25373,0.2,87,355,1.306
4177,7.179,26824,25319,0.1,86,355,1.306
4178,7.179,26824,25002,0.2,88,355,1.306
4179,7.179,26824,25471,0.05,87,355,1.306
4180,7.179,26824,25912,0.35,87,355,1.306
4181,7.192,26824,25654,0.2,87,355,1.306
4182,7.194,26824,25331,0.5,87,355,1.306
4183,7.195,26824,26235,0.1,88,355,1.306
4184,7.195,26824,25120,0.2,87,355,1.306
4185,7.195,26824,25432,0.1,88,355,1.306
4186,7.195,26824,24453,0.05,88,355,1.306
4187,7.195,26824,25366,0.35,88,355,1.306
4188,7.195,26824,26396,0.35,88,355,1.306
4189,7.195,26824,25115,0.1,88,355,1.306
4190,7.195,26824,24471,0.35,87,355,1.306
4191,7.195,26824,24620,0.35,88,355,1.306
4192,7.195,26824,25559,0.05,88,355,1.306
4193,7.195,26824,25176,0.5,88,355,1.306
4194,7.208,26824,24753,0.05,87,355,1.306
4195,7.211,26824,26053,0.35,88,355,1.306
4196,7.213,26824,25150,0.1,88,355,1.306
4197,7.213,26824,24604,0.1,88,355,1.306
4198,7.218,26824,24996,0.35,88,355,1.306
4199,7.22,26824,25920,0.1,88,355,1.306
4200,7.22,26824,25557,0.5,87,355,1.306
4201,7.222,26824,25944,0.5,87,355,1.306
4202,7.224,26824,25047,0.1,87,355,1.306
4203,7.225,26824,24900,0.35,88,355,1.306
4204,7.225,26824,25734,0.1,88,355,1.306
4205,7.225,26824,24914,0.1,87,355,1.306
4206,7.225,26824,24851,0.1,88,355,1.306
4207,7.225,26824,25180,0.05,88,355,1.306
4208,7.225,26824,25658,0.1,88,355,1.306
4209,7.225,26824,24693,0.05,88,355,1.306
4210,7.232,26824,24828,0.5,87,355,1.306
4211,7.232,26824,25789,0.35,87,355,1.306
4212,7.232,26824,25065,0.2,88,355,1.306
4213,7.232,26824,25246,0.2,87,355,1.306
4214,7.232,26824,24985,0.1,88,355,1.306
4215,7.232,26824,24447,0.2,87,355,1.306
4216,7.239,26824,25672,0.35,87,355,1.306
4217,7.24,26824,24907,0.5,88,355,1.306
4218,7.241,26824,25227,0.1,87,355,1.306
4219,7.241,26824,24616,0.2,87,355,1.306
4220,7.241,26824,25790,0.35,87,355,1.306
4221,7.241,26824,25035,0.05,87,355,1.306
4222,7.241,26824,24537,0.1,87,355,1.306
4223,7.247,26824,25745,0.5,88,355,1.306
4224,7.247,26824,26015,0.2,88,355,1.306
4225,7.247,26824,25351,0.1,88,355,1.306
4226,7.247,26824,24961,0.2,87,355,1.306
4227,7.253,26824,25802,0.35,87,355,1.306
4228,7.253,26824,25330,0.5,88,355,1.306
4229,7.256,26824,24836,0.35,87,355,1.306
4230,7.256,26824,24700,0.1,88,355,1.306
4231,7.259,26824,25571,0.5,87,355,1.306
4232,7.26,26824,24920,0.35,88,355,1.306
4233,7.26,26824,25364,0.2,88,355,1.306
4234,7.26,26824,25772,0.1,88,355,1.306
4235,7.26,26824,25516,0.2,87,355,1.306
4236,7.26,26824,24744,0.5,87,355,1.306
4237,7.26,26824,25351,0.05,88,355,1.306
4238,7.26,26824,25003,0.5,87,355,1.306
4239,7.268,26824,24832,0.35,87,355,1.306
4240,7.268,26824,25255,0.5,87,355,1.306
4241,7.268,26824,25515,0.35,88,355,1.306
4242,7.272,26824,25076,0.2,88,355,1.306
4243,7.273,26824,25075,0.1,88,355,1.306
4244,7.273,26824,25595,0.35,87,355,1.306
4245,7.275,26824,26060,0.35,88,355,1.306
4246,7.275,26824,24650,0.35,88,355,1.306
4247,7.275,26824,25094,0.2,88,355,1.306
4248,7.275,26824,26115,0.5,87,355,1.306
4249,7.275,26824,24669,0.05,88,355,1.306
4250,7.275,26824,25684,0.2,88,355,1.306
4251,7.275,26824,25245,0.1,88,355,1.306
4252,7.275,26824,24677,0.1,88,355,1.306
4253,7.288,26824,25470,0.2,88,355,1.306
4254,7.288,26824,24470,0.1,87,355,1.306
4255,7.289,26824,25286,0.2,88,355,1.306
4256,7.289,26824,24951,0.05,87,355,1.306
4257,7.289,26824,25229,0.35,87,355,1.306
4258,7.289,26824,25892,0.5,87,355,1.306
4259,7.289,26824,25340,0.5,88,355,1.306
4260,7.289,26824,25979,0.1,87,355,1.306
4261,7.289,26824,25189,0.35,87,355,1.306
4262,7.289,26824,25697,0.1,88,355,1.306
4263,7.289,26824,25323,0.2,87,355,1.306
4264,7.289,26824,24543,0.1,87,355,1.306
4265,7.289,26824,24984,0.2,87,355,1.306
4266,7.289,26824,24479,0.5,87,355,1.306
4267,7.304,26824,25388,0.1,88,355,1.306
4268,7.305,26824,25046,0.2,87,355,1.306
4269,7.305,26824,24653,0.1,88,355,1.306
4270,7.305,26824,25113,0.05,88,355,1.306
4271,7.305,26824,25531,0.05,87,355,1.306
4272,7.305,26824,24826,0.35,87,355,1.306
4273,7.305,26824,24725,0.35,87,355,1.306
4274,7.305,26824,24801,0.05,87,355,1.306
4275,7.305,26824,25656,0.05,88,355,1.306
4276,7.305,26824,24813,0.05,88,355,1.306
4277,7.305,26824,25213,0.05,88,355,1.306
4278,7.305,26824,25743,0.05,88,355,1.306
4279,7.319,26824,25200,0.2,88,355,1.306
4280,7.321,26824,24559,0.2,88,355,1.306
4281,7.323,26824,24849,0.1,88,355,1.306
4282,7.325,26824,25466,0.2,87,355,1.306
4283,7.326,26824,25006,0.05,88,355,1.306
4284,7.327,26824,24379,0.1,87,355,1.306
4285,7.328,26824,25209,0.05,88,355,1.306
4286,7.329,26824,25979,0.1,88,355,1.306
4287,7.33,26824,25070,0.2,88,355,1.306
4288,7.331,26824,25273,0.1,87,355,1.306
4289,7.334,26824,25939,0.35,88,355,1.306
4290,7.335,26824,26099,0.35,88,355,1.306
4291,7.336,26824,24906,0.05,88,355,1.306
4292,7.337,26824,25867,0.5,87,355,1.306
4293,7.339,26824,25280,0.35,87,355,1.306
4294,7.34,26824,25302,0.05,87,355,1.306
4295,7.344,26824,25133,0.05,88,355,1.306
4296,7.345,26824,24488,0.1,87,355,1.306
4297,7.347,26824,24682,0.2,87,355,1.306
4298,7.347,26824,24666,0.05,88,355,1.306
4299,7.348,26824,25173,0.05,88,355,1.306
4300,7.35,26824,26079,0.5,87,355,1.306
4301,7.351,26824,25033,0.35,88,355,1.306
4302,7.352,26824,25586,0.35,88,355,1.306
4303,7.353,26824,25850,0.35,88,355,1.306
4304,7.355,26824,25094,0.2,87,355,1.306
4305,7.356,26824,24733,0.35,87,355,1.306
4306,7.357,26824,25451,0.5,88,355,1.306
4307,7.358,26824,26002,0.2,87,355,1.306
4308,7.359,26824,24489,0.1,88,355,1.306
4309,7.361,26824,25094,0.5,88,355,1.306
4310,7.362,26824,26061,0.5,88,355,1.306
4311,7.363,26824,25038,0.05,88,355,1.306
4312,7.364,26824,25612,0.05,88,355,1.306
4313,7.365,26824,24818,0.2,87,355,1.306
4314,7.366,26824,25246,0.35,88,355,1.306
4315,7.368,26824,25756,0.1,88,355,1.306
4316,7.369,26824,24769,0.1,88,355,1.306
4317,7.37,26824,25989,0.35,87,355,1.306
4318,7.372,26824,25878,0.05,88,355,1.306
4319,7.376,26824,25035,0.1,88,355,1.306
4320,7.377,26824,25202,0.5,88,355,1.306
4321,7.378,26824,25639,0.35,88,355,1.306
4322,7.38,26824,25329,0.35,87,355,1.306
4323,7.38,26824,24481,0.1,88,355,1.306
4324,7.382,26824,25359,0.35,87,355,1.306
4325,7.384,26824,25655,0.35,88,355,1.306
4326,7.384,26824,24472,0.1,88,355,1.306
4327,7.386,26824,25702,0.5,87,355,1.306
4328,7.387,26824,25029,0.2,88,355,1.306
4329,7.388,26824,25387,0.5,87,355,1.306
4330,7.389,26824,25016,0.35,87,355,1.306
4331,7.39,26824,25091,0.1,88,355,1.306
4332,7.392,26824,25226,0.35,87,355,1.306
4333,7.393,26824,25042,0.1,88,355,1.306
4334,7.394,26824,25311,0.2,88,355,1.306
4335,7.395,26824,24825,0.05,86,355,1.306
4336,7.396,26824,24866,0.5,87,355,1.306
4337,7.397,26824,25247,0.2,87,355,1.306
4338,7.397,26824,24841,0.2,88,355,1.306
4339,7.399,26824,26114,0.35,88,355,1.306
4340,7.4,26824,24849,0.1,88,355,1.306
4341,7.401,26824,25554,0.5,87,355,1.306
4342,7.402,26824,25210,0.1,88,355,1.306
4343,7.407,26824,25213,0.1,88,355,1.306
4344,7.407,26824,25193,0.35,87,355,1.306
4345,7.408,26824,25579,0.1,88,355,1.306
4346,7.41,26824,25585,0.35,88,355,1.306
4347,7.411,26824,24863,0.1,88,355,1.306
4348,7.411,26824,24624,0.35,88,355,1.306
4349,7.412,26824,25496,0.05,88,355,1.306
4350,7.413,26824,24662,0.1,88,355,1.306
4351,7.414,26824,25147,0.5,87,355,1.306
4352,7.416,26824,25008,0.35,87,355,1.306
4353,7.416,26824,25047,0.2,88,355,1.306
4354,7.418,26824,25539,0.35,88,355,1.306
4355,7.42,26824,25312,0.35,88,355,1.306
4356,7.421,26824,25646,0.5,87,355,1.306
4357,7.422,26824,24716,0.1,88,355,1.306
4358,7.424,26824,24852,0.1,88,355,1.306
4359,7.425,26824,25090,0.35,87,355,1.306
4360,7.426,26824,26226,0.5,87,355,1.306
4361,7.427,26824,24580,0.1,87,355,1.306
4362,7.428,26824,25322,0.05,87,355,1.306
4363,7.429,26824,24656,0.1,88,355,1.306
4364,7.43,26824,25226,0.5,87,355,1.306
4365,7.431,26824,24631,0.05,87,355,1.306
4366,7.432,26824,25211,0.5,88,355,1.306
4367,7.437,26824,24593,0.1,88,355,1.306
4368,7.438,26824,25584,0.5,87,355,1.306
4369,7.438,26824,25090,0.05,87,355,1.306
4370,7.439,26824,25271,0.2,87,355,1.306
4371,7.441,26824,25148,0.1,88,355,1.306
4372,7.441,26824,24463,0.35,88,355,1.306
4373,7.442,26824,25156,0.35,88,355,1.306
4374,7.444,26824,25073,0.35,87,355,1.306
4375,7.446,26824,25318,0.2,87,355,1.306
4376,7.446,26824,25693,0.2,88,355,1.306
4377,7.447,26824,24432,0.5,87,355,1.306
4378,7.449,26824,25471,0.2,88,355,1.306
4379,7.45,26824,25617,0.35,87,355,1.306
4380,7.451,26824,25117,0.2,87,355,1.306
4381,7.452,26824,24311,0.05,88,355,1.306
4382,7.454,26824,25082,0.05,88,355,1.306
4383,7.456,26824,25988,0.35,88,355,1.306
4384,7.457,26824,24847,0.5,87,355,1.306
4385,7.458,26824,25213,0.05,87,355,1.306
4386,7.459,26824,25820,0.35,87,355,1.306
4387,7.461,26824,25247,0.5,87,355,1.306
4388,7.462,26824,25837,0.35,88,355,1.306
4389,7.463,26824,25006,0.35,87,355,1.306
4390,7.465,26824,24828,0.35,88,355,1.306
4391,7.468,26824,24447,0.05,88,355,1.306
4392,7.468,26824,24993,0.2,87,355,1.306
4393,7.469,26824,26078,0.2,88,355,1.306
4394,7.47,26824,25353,0.2,88,355,1.306
4395,7.471,26824,24572,0.1,88,355,1.306
4396,7.473,26824,25141,0.1,88,355,1.306
4397,7.474,26824,25230,0.35,88,355,1.306
4398,7.475,26824,25156,0.2,87,355,1.306
4399,7.475,26824,24986,0.1,88,355,1.306
4400,7.477,26824,24670,0.05,88,355,1.306
4401,7.479,26824,25178,0.5,88,355,1.306
4402,7.48,26824,25351,0.35,87,355,1.306
4403,7.481,26824,24708,0.1,88,355,1.306
4404,7.482,26824,24741,0.5,88,355,1.306
4405,7.484,26824,26148,0.1,88,355,1.306
4406,7.485,26824,25559,0.35,88,355,1.306
4407,7.486,26824,25002,0.5,88,355,1.306
4408,7.487,26824,24936,0.1,88,355,1.306
4409,7.488,26824,24634,0.05,87,355,1.306
4410,7.49,26824,26056,0.35,88,355,1.306
4411,7.491,26824,25129,0.35,87,355,1.306
4412,7.492,26824,24789,0.1,87,355,1.306
4413,7.493,26824,25470,0.35,88,355,1.306
4414,7.494,26824,25063,0.1,88,355,1.306
4415,7.498,26824,25142,0.35,87,355,1.306
4416,7.499,26824,24676,0.35,87,355,1.306
4417,7.5,26824,24580,0.35,88,355,1.306
4418,7.501,26824,24578,0.35,87,355,1.306
4419,7.502,26824,24885,0.35,87,355,1.306
4420,7.502,26824,24693,0.05,88,355,1.306
4421,7.504,26824,25567,0.5,88,355,1.306
4422,7.505,26824,24938,0.1,88,355,1.306
4423,7.507,26824,25782,0.05,87,355,1.306
4424,7.507,26824,25147,0.05,88,355,1.306
4425,7.508,26824,24266,0.1,88,355,1.306
4426,7.509,26824,24609,0.1,87,355,1.306
4427,7.51,26824,25089,0.2,87,355,1.306
4428,7.511,26824,25820,0.2,88,355,1.306
4429,7.513,26824,25062,0.05,88,355,1.306
4430,7.514,26824,26009,0.35,88,355,1.306
4431,7.515,26824,25306,0.05,88,355,1.306
4432,7.518,26824,25437,0.5,87,355,1.306
4433,7.518,26824,24783,0.1,88,355,1.306
4434,7.519,26824,24622,0.1,87,355,1.306
4435,7.521,26824,25669,0.35,87,355,1.306
4436,7.522,26824,25975,0.5,87,355,1.306
4437,7.524,26824,24848,0.05,87,355,1.306
4438,7.525,26824,25450,0.35,88,355,1.306
4439,7.529,26824,25360,0.35,88,355,1.306
4440,7.53,26824,26399,0.5,88,355,1.306
4441,7.532,26824,24922,0.35,88,355,1.306
4442,7.533,26824,25148,0.2,87,355,1.306
4443,7.534,26824,24854,0.2,87,355,1.306
4444,7.535,26824,25139,0.5,87,355,1.306
4445,7.536,26824,25035,0.2,88,355,1.306
4446,7.537,26824,25066,0.05,88,355,1.306
4447,7.538,26824,24412,0.1,88,355,1.306
4448,7.54,26824,26229,0.5,88,355,1.306
4449,7.542,26824,25419,0.5,88,355,1.306
4450,7.543,26824,24626,0.35,88,355,1.306
4451,7.544,26824,24453,0.1,88,355,1.306
4452,7.545,26824,25036,0.05,87,355,1.306
4453,7.547,26824,25818,0.1,88,355,1.306
4454,7.547,26824,24580,0.1,87,355,1.306
4455,7.548,26824,24908,0.05,88,355,1.306
4456,7.549,26824,25028,0.05,88,355,1.306
4457,7.55,26824,24564,0.1,87,355,1.306
4458,7.551,26824,25360,0.05,88,355,1.306
4459,7.552,26824,25712,0.5,87,355,1.306
4460,7.554,26824,25015,0.5,87,355,1.306
4461,7.556,26824,25380,0.5,88,355,1.306
4462,7.558,26824,26336,0.5,88,355,1.306
4463,7.561,26824,24937,0.2,87,355,1.306
4464,7.563,26824,24876,0.2,88,355,1.306
4465,7.564,26824,25191,0.35,88,355,1.306
4466,7.565,26824,25223,0.5,87,355,1.306
4467,7.567,26824,25240,0.5,87,355,1.306
4468,7.567,26824,25385,0.2,87,355,1.306
4469,7.568,26824,25907,0.35,88,355,1.306
4470,7.571,26824,25736,0.1,88,355,1.306
4471,7.572,26824,24794,0.1,88,355,1.306
4472,7.574,26824,25701,0.5,87,355,1.306
4473,7.574,26824,25191,0.35,88,355,1.306
4474,7.575,26824,25075,0.2,88,355,1.306
4475,7.576,26824,24899,0.5,87,355,1.306
4476,7.577,26824,24700,0.2,87,355,1.306
4477,7.578,26824,25113,0.05,88,355,1.306
4478,7.58,26824,25100,0.35,88,355,1.306
4479,7.581,26824,25311,0.35,88,355,1.306
4480,7.582,26824,25386,0.2,88,355,1.306
4481,7.584,26824,25685,0.5,88,355,1.306
4482,7.585,26824,25266,0.5,88,355,1.306
4483,7.586,26824,25254,0.05,88,355,1.306
4484,7.587,26824,25210,0.1,88,355,1.306
4485,7.588,26824,25334,0.5,88,355,1.306
4486,7.592,26824,24945,0.5,87,355,1.306
4487,7.594,26824,25911,0.2,87,355,1.306
4488,7.594,26824,24946,0.35,87,355,1.306
4489,7.595,26824,25176,0.05,88,355,1.306
4490,7.597,26824,25408,0.05,88,355,1.306
4491,7.597,26824,24676,0.2,88,355,1.306
4492,7.598,26824,24374,0.35,88,355,1.306
4493,7.599,26824,24858,0.2,87,355,1.306
4494,7.6,26824,25322,0.05,88,355,1.306
4495,7.601,26824,25135,0.35,88,355,1.306
4496,7.602,26824,25407,0.1,88,355,1.306
4497,7.604,26824,25251,0.2,88,355,1.306
4498,7.605,26824,25619,0.35,88,355,1.306
4499,7.606,26824,24974,0.2,88,355,1.306
4500,7.607,26824,25391,0.1,87,355,1.306
4501,7.608,26824,24885,0.05,88,355,1.306
4502,7.609,26824,25002,0.5,87,355,1.306
4503,7.61,26824,25136,0.5,87,355,1.306
4504,7.612,26824,24928,0.1,87,355,1.306
4505,7.613,26824,25341,0.2,88,355,1.306
4506,7.614,26824,25084,0.05,88,355,1.306
4507,7.616,26824,25409,0.5,88,355,1.306
4508,7.617,26824,24899,0.35,88,355,1.306
4509,7.618,26824,25789,0.5,87,355,1.306
4510,7.62,26824,25575,0.05,88,355,1.306
4511,7.624,26824,25756,0.2,88,355,1.306
4512,7.625,26824,25174,0.2,88,355,1.306
4513,7.625,26824,25094,0.05,88,355,1.306
4514,7.626,26824,24663,0.2,87,355,1.306
4515,7.627,26824,24709,0.05,88,355,1.306
4516,7.628,26824,24848,0.05,87,355,1.306
4517,7.63,26824,25507,0.2,88,355,1.306
4518,7.631,26824,25533,0.05,88,355,1.306
4519,7.631,26824,25227,0.2,88,355,1.306
4520,7.632,26824,24295,0.35,87,355,1.306
4521,7.634,26824,24857,0.2,87,355,1.306
4522,7.635,26824,25825,0.2,88,355,1.306
4523,7.637,26824,25327,0.05,87,355,1.306
4524,7.638,26824,25229,0.5,88,355,1.306
4525,7.639,26824,25375,0.35,87,355,1.306
4526,7.64,26824,25380,0.5,87,355,1.306
4527,7.642,26824,24970,0.5,87,355,1.306
4528,7.643,26824,24444,0.2,88,355,1.306
4529,7.644,26824,24822,0.2,88,355,1.306
4530,7.645,26824,24930,0.05,88,355,1.306
4531,7.646,26824,24564,0.05,88,355,1.306
4532,7.646,26824,25070,0.2,88,355,1.306
4533,7.648,26824,25112,0.5,88,355,1.306
4534,7.649,26824,25359,0.1,88,355,1.306
4535,7.652,26824,24987,0.05,88,355,1.306
4536,7.654,26824,26116,0.35,87,355,1.306
4537,7.655,26824,25315,0.5,88,355,1.306
4538,7.657,26824,25939,0.5,87,355,1.306
4539,7.658,26824,25615,0.05,88,355,1.306
4540,7.659,26824,25220,0.2,88,355,1.306
4541,7.66,26824,25262,0.1,88,355,1.306
4542,7.661,26824,24662,0.05,88,355,1.306
4543,7.663,26824,25407,0.05,88,355,1.306
4544,7.664,26824,25124,0.5,88,355,1.306
4545,7.665,26824,25476,0.1,88,355,1.306
4546,7.667,26824,25127,0.35,87,355,1.306
4547,7.668,26824,24588,0.35,87,355,1.306
4548,7.669,26824,24821,0.1,88,355,1.306
4549,7.67,26824,24943,0.1,88,355,1.306
4550,7.671,26824,25364,0.2,88,355,1.306
4551,7.672,26824,25643,0.35,88,355,1.306
4552,7.673,26824,24926,0.35,88,355,1.306
4553,7.675,26824,25151,0.05,87,355,1.306
4554,7.675,26824,25076,0.05,88,355,1.306
4555,7.675,26824,25385,0.5,88,355,1.306
4556,7.675,26824,24562,0.1,88,355,1.306
4557,7.675,26824,25812,0.2,87,355,1.306
4558,7.675,26824,24936,0.35,87,355,1.306
4559,7.675,26824,25359,0.5,88,355,1.306
4560,7.675,26824,25399,0.05,88,355,1.306
4561,7.675,26824,25518,0.05,88,355,1.306
4562,7.687,26824,24949,0.05,88,355,1.306
4563,7.687,26824,24991,0.2,88,355,1.306
4564,7.687,26824,24967,0.35,87,355,1.306
4565,7.687,26824,25921,0.5,87,355,1.306
4566,7.687,26824,25160,0.35,88,355,1.306
4567,7.687,26824,25535,0.35,87,355,1.306
4568,7.687,26824,25012,0.5,87,355,1.306
4569,7.696,26824,25612,0.05,88,355,1.306
4570,7.696,26824,25029,0.05,87,355,1.306
4571,7.696,26824,25815,0.05,88,355,1.306
4572,7.696,26824,25540,0.05,88,355,1.306
4573,7.696,26824,25904,0.05,88,355,1.306
4574,7.696,26824,24694,0.1,88,355,1.306
4575,7.696,26824,25095,0.05,88,355,1.306
4576,7.703,26824,25064,0.05,87,355,1.306
4577,7.703,26824,24881,0.35,87,355,1.306
4578,7.703,26824,25258,0.2,88,355,1.306
4579,7.703,26824,24483,0.5,87,355,1.306
4580,7.703,26824,24921,0.1,87,355,1.306
4581,7.703,26824,24843,0.5,88,355,1.306
4582,7.71,26824,25009,0.35,88,355,1.306
4583,7.71,26824,25489,0.05,88,355,1.306
4584,7.71,26824,24992,0.05,88,355,1.306
4585,7.71,26824,25433,0.2,88,355,1.306
4586,7.717,26824,25101,0.35,87,355,1.306
4587,7.719,26824,25054,0.1,88,355,1.306
4588,7.72,26824,25266,0.2,88,355,1.306
4589,7.72,26824,24297,0.05,88,355,1.306
4590,7.723,26824,24639,0.2,88,355,1.306
4591,7.723,26824,26008,0.05,88,355,1.306
4592,7.726,26824,25331,0.5,88,355,1.306
4593,7.726,26824,24469,0.1,88,355,1.306
4594,7.726,26824,25303,0.2,88,355,1.306
4595,7.726,26824,25224,0.2,88,355,1.306
4596,7.726,26824,24975,0.35,88,355,1.306
4597,7.726,26824,26107,0.1,88,355,1.306
4598,7.732,26824,25230,0.05,88,355,1.306
4599,7.732,26824,25471,0.5,87,355,1.306
4600,7.732,26824,24205,0.1,88,355,1.306
4601,7.735,26824,25388,0.05,88,355,1.306
4602,7.736,26824,24741,0.2,88,355,1.306
4603,7.737,26824,25444,0.5,87,355,1.306
4604,7.737,26824,24948,0.05,88,355,1.306
4605,7.737,26824,24606,0.05,88,355,1.306
4606,7.737,26824,24798,0.5,87,355,1.306
4607,7.737,26824,25390,0.35,88,355,1.306
4608,7.737,26824,25166,0.5,87,355,1.306
4609,7.747,26824,24740,0.1,88,355,1.306
4610,7.747,26824,25871,0.35,87,355,1.306
4611,7.747,26824,25493,0.35,87,355,1.306
4612,7.751,26824,25215,0.35,87,355,1.306
4613,7.751,26824,24758,0.1,88,355,1.306
4614,7.751,26824,24816,0.35,87,355,1.306
4615,7.754,26824,25774,0.35,88,355,1.306
4616,7.756,26824,25514,0.35,87,355,1.306
4617,7.757,26824,24662,0.1,87,355,1.306
4618,7.758,26824,25283,0.05,88,355,1.306
4619,7.759,26824,24570,0.5,87,355,1.306
4620,7.76,26824,25150,0.1,88,355,1.306
4621,7.761,26824,25207,0.05,88,355,1.306
4622,7.762,26824,24870,0.35,88,355,1.306
4623,7.763,26824,24374,0.2,87,355,1.306
4624,7.765,26824,25565,0.2,88,355,1.306
4625,7.766,26824,24533,0.1,88,355,1.306
4626,7.767,26824,25872,0.1,88,355,1.306
4627,7.768,26824,25034,0.35,88,355,1.306
4628,7.769,26824,24917,0.35,88,355,1.306
4629,7.77,26824,24620,0.35,87,355,1.306
4630,7.771,26824,24942,0.35,88,355,1.306
4631,7.775,26824,25270,0.35,87,355,1.306
4632,7.776,26824,25106,0.05,88,355,1.306
4633,7.777,26824,25115,0.35,88,355,1.306
4634,7.779,26824,26056,0.35,87,355,1.306
4635,7.781,26824,25329,0.5,87,355,1.306
4636,7.782,26824,25786,0.35,87,355,1.306
4637,7.783,26824,24936,0.2,88,355,1.306
4638,7.784,26824,25034,0.35,87,355,1.306
4639,7.785,26824,25487,0.5,88,355,1.306
4640,7.787,26824,25736,0.05,88,355,1.306
4641,7.788,26824,25543,0.2,87,355,1.306
4642,7.789,26824,24866,0.1,88,355,1.306
4643,7.79,26824,24387,0.05,88,355,1.306
4644,7.791,26824,24976,0.5,87,355,1.306
4645,7.791,26824,24805,0.2,88,355,1.306
4646,7.791,26824,24972,0.1,88,355,1.306
4647,7.794,26824,25575,0.5,87,355,1.306
4648,7.796,26824,24761,0.05,87,355,1.306
4649,7.796,26824,24336,0.05,87,355,1.306
4650,7.796,26824,24381,0.05,87,355,1.306
4651,7.796,26824,24808,0.5,87,355,1.306
4652,7.796,26824,25007,0.05,88,355,1.306
4653,7.796,26824,24852,0.2,88,355,1.306
4654,7.807,26824,25486,0.5,87,355,1.306
4655,7.807,26824,25300,0.1,87,355,1.306
4656,7.808,26824,25038,0.1,88,355,1.306
4657,7.81,26824,24987,0.5,87,355,1.306
4658,7.811,26824,25720,0.1,87,355,1.306
4659,7.812,26824,25615,0.2,88,355,1.306
4660,7.813,26824,25265,0.35,87,355,1.306
4661,7.815,26824,24708,0.2,87,355,1.306
4662,7.816,26824,25174,0.05,88,355,1.306
4663,7.816,26824,24733,0.1,88,355,1.306
