iter,elapsed_s,best_obj,gap_abs,gap_pct,p_alpha_0.05,p_alpha_0.1,p_alpha_0.2,p_alpha_0.35,p_alpha_0.5
25439,32.024,26824,355,1.306,0.199474,0.198946,0.199502,0.200506,0.201571
25440,32.024,26824,355,1.306,0.199474,0.198946,0.199502,0.200506,0.201571
25441,32.024,26824,355,1.306,0.199474,0.198946,0.199502,0.200506,0.201571
25442,32.024,26824,355,1.306,0.199475,0.198946,0.199502,0.200506,0.201571
25443,32.038,26824,355,1.306,0.199475,0.198946,0.199502,0.200506,0.201571
25444,32.04,26824,355,1.306,0.199475,0.198946,0.199502,0.200506,0.201571
25445,32.04,26824,355,1.306,0.199474,0.198946,0.199502,0.200508,0.20157
25446,32.04,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.20157
25447,32.04,26824,355,1.306,0.199474,0.198946,0.199501,0.200509,0.20157
25448,32.04,26824,355,1.306,0.199474,0.198945,0.199502,0.200509,0.20157
25449,32.04,26824,355,1.306,0.199474,0.198945,0.199502,0.200509,0.20157
25450,32.04,26824,355,1.306,0.199474,0.198945,0.199502,0.200509,0.20157
25451,32.04,26824,355,1.306,0.199474,0.198945,0.199502,0.200509,0.201569
25452,32.04,26824,355,1.306,0.199474,0.198945,0.199502,0.200509,0.20157
25453,32.04,26824,355,1.306,0.199474,0.198945,0.199502,0.200509,0.20157
25454,32.04,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.201571
25455,32.04,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.201571
25456,32.04,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.201571
25457,32.04,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.20157
25458,32.054,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.201571
25459,32.056,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.201571
25460,32.056,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.201571
25461,32.058,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.201571
25462,32.058,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.201571
25463,32.06,26824,355,1.306,0.199474,0.198945,0.199501,0.20051,0.20157
25464,32.06,26824,355,1.306,0.199474,0.198945,0.199501,0.20051,0.20157
25465,32.062,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.20157
25466,32.062,26824,355,1.306,0.199473,0.198945,0.199502,0.200509,0.20157
25467,32.064,26824,355,1.306,0.199473,0.198945,0.199501,0.200509,0.20157
25468,32.064,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.20157
25469,32.066,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.20157
25470,32.066,26824,355,1.306,0.199474,0.198945,0.199501,0.200509,0.20157
25471,32.068,26824,355,1.306,0.199474,0.198946,0.199501,0.200509,0.20157
25472,32.069,26824,355,1.306,0.199474,0.198946,0.199501,0.200509,0.20157
25473,32.07,26824,355,1.306,0.199474,0.198946,0.199501,0.200509,0.20157
25474,32.07,26824,355,1.306,0.199474,0.198946,0.199501,0.200509,0.20157
25475,32.073,26824,355,1.306,0.199475,0.198946,0.199501,0.200509,0.201569
25476,32.073,26824,355,1.306,0.199475,0.198946,0.199501,0.200508,0.201569
25477,32.073,26824,355,1.306,0.199475,0.198946,0.199501,0.200508,0.201569
25478,32.073,26824,355,1.306,0.199475,0.198946,0.199501,0.200508,0.201569
25479,32.076,26824,355,1.306,0.199475,0.198945,0.199502,0.200508,0.20157
25480,32.077,26824,355,1.306,0.199475,0.198945,0.199502,0.200508,0.201569
25481,32.078,26824,355,1.306,0.199476,0.198945,0.199502,0.200509,0.201569
25482,32.078,26824,355,1.306,0.199475,0.198945,0.199502,0.200509,0.201569
25483,32.078,26824,355,1.306,0.199475,0.198945,0.199502,0.200509,0.201569
25484,32.078,26824,355,1.306,0.199475,0.198945,0.199502,0.200509,0.201569
25485,32.078,26824,355,1.306,0.199475,0.198944,0.199502,0.200509,0.201569
25486,32.078,26824,355,1.306,0.199475,0.198944,0.199502,0.200508,0.20157
25487,32.078,26824,355,1.306,0.199475,0.198944,0.199503,0.200508,0.20157
25488,32.078,26824,355,1.306,0.199475,0.198943,0.199503,0.200508,0.201571
25489,32.078,26824,355,1.306,0.199475,0.198943,0.199503,0.200508,0.201571
25490,32.086,26824,355,1.306,0.199475,0.198944,0.199503,0.200508,0.201571
25491,32.086,26824,355,1.306,0.199475,0.198944,0.199503,0.200507,0.201571
25492,32.088,26824,355,1.306,0.199474,0.198944,0.199503,0.200507,0.201572
25493,32.089,26824,355,1.306,0.199474,0.198944,0.199503,0.200507,0.201572
25494,32.089,26824,355,1.306,0.199474,0.198944,0.199503,0.200507,0.201572
25495,32.089,26824,355,1.306,0.199474,0.198944,0.199503,0.200507,0.201572
25496,32.089,26824,355,1.306,0.199474,0.198944,0.199504,0.200507,0.201571
25497,32.089,26824,355,1.306,0.199474,0.198944,0.199505,0.200507,0.201571
25498,32.089,26824,355,1.306,0.199474,0.198944,0.199504,0.200507,0.201571
25499,32.089,26824,355,1.306,0.199474,0.198944,0.199504,0.200507,0.201572
25500,32.089,26824,355,1.306,0.199473,0.198944,0.199504,0.200507,0.201572
25501,32.089,26824,355,1.306,0.199473,0.198944,0.199504,0.200507,0.201572
25502,32.089,26824,355,1.306,0.199473,0.198944,0.199504,0.200507,0.201572
25503,32.089,26824,355,1.306,0.199473,0.198944,0.199504,0.200507,0.201572
25504,32.089,26824,355,1.306,0.199473,0.198944,0.199504,0.200507,0.201572
25505,32.089,26824,355,1.306,0.199473,0.198944,0.199504,0.200507,0.201572
25506,32.102,26824,355,1.306,0.199473,0.198943,0.199504,0.200507,0.201572
25507,32.102,26824,355,1.306,0.199473,0.198943,0.199504,0.200508,0.201572
25508,32.102,26824,355,1.306,0.199473,0.198944,0.199504,0.200508,0.201572
25509,32.102,26824,355,1.306,0.199472,0.198944,0.199504,0.200508,0.201572
25510,32.102,26824,355,1.306,0.199472,0.198944,0.199504,0.200508,0.201572
25511,32.102,26824,355,1.306,0.199472,0.198944,0.199504,0.200509,0.201572
25512,32.102,26824,355,1.306,0.199472,0.198944,0.199504,0.200508,0.201572
25513,32.102,26824,355,1.306,0.199472,0.198944,0.199504,0.200508,0.201572
25514,32.102,26824,355,1.306,0.199472,0.198943,0.199504,0.200508,0.201572
25515,32.102,26824,355,1.306,0.199473,0.198943,0.199504,0.200508,0.201572
25516,32.102,26824,355,1.306,0.199472,0.198943,0.199503,0.20051,0.201572
25517,32.102,26824,355,1.306,0.199472,0.198943,0.199503,0.200509,0.201572
25518,32.102,26824,355,1.306,0.199472,0.198943,0.199503,0.20051,0.201572
25519,32.102,26824,355,1.306,0.199471,0.198943,0.199504,0.20051,0.201572
25520,32.102,26824,355,1.306,0.199471,0.198943,0.199503,0.200511,0.201572
25521,32.102,26824,355,1.306,0.199471,0.198943,0.199503,0.200511,0.201571
25522,32.118,26824,355,1.306,0.199471,0.198943,0.199503,0.200511,0.201571
25523,32.118,26824,355,1.306,0.199471,0.198943,0.199503,0.200511,0.201571
25524,32.118,26824,355,1.306,0.199471,0.198943,0.199504,0.200511,0.201571
25525,32.118,26824,355,1.306,0.199471,0.198943,0.199504,0.200511,0.201571
25526,32.118,26824,355,1.306,0.199472,0.198943,0.199504,0.200511,0.20157
25527,32.118,26824,355,1.306,0.199472,0.198944,0.199504,0.200511,0.20157
25528,32.118,26824,355,1.306,0.199472,0.198943,0.199504,0.200511,0.20157
25529,32.118,26824,355,1.306,0.199472,0.198943,0.199504,0.200511,0.201569
25530,32.118,26824,355,1.306,0.199471,0.198943,0.199504,0.200511,0.201571
25531,32.118,26824,355,1.306,0.199471,0.198943,0.199504,0.200511,0.201571
25532,32.118,26824,355,1.306,0.19947,0.198943,0.199504,0.200511,0.201571
25533,32.118,26824,355,1.306,0.19947,0.198943,0.199504,0.200511,0.201571
25534,32.118,26824,355,1.306,0.19947,0.198943,0.199504,0.200511,0.201571
25535,32.118,26824,355,1.306,0.19947,0.198943,0.199504,0.200511,0.201571
25536,32.118,26824,355,1.306,0.199471,0.198943,0.199504,0.200511,0.201571
25537,32.118,26824,355,1.306,0.199471,0.198943,0.199504,0.200511,0.201571
25538,32.134,26824,355,1.306,0.199471,0.198943,0.199504,0.200511,0.201571
25539,32.136,26824,355,1.306,0.199471,0.198943,0.199505,0.200511,0.201571
25540,32.136,26824,355,1.306,0.199471,0.198942,0.199504,0.200511,0.201572
25541,32.136,26824,355,1.306,0.199471,0.198943,0.199504,0.200511,0.201572
25542,32.136,26824,355,1.306,0.199471,0.198943,0.199504,0.200511,0.201572
25543,32.136,26824,355,1.306,0.199471,0.198943,0.199504,0.200511,0.201572
25544,32.136,26824,355,1.306,0.199471,0.198942,0.199504,0.200511,0.201572
25545,32.136,26824,355,1.306,0.199471,0.198942,0.199504,0.200511,0.201572
25546,32.136,26824,355,1.306,0.19947,0.198942,0.199505,0.200511,0.201572
25547,32.136,26824,355,1.306,0.199471,0.198942,0.199505,0.20051,0.201572
25548,32.15,26824,355,1.306,0.19947,0.198943,0.199505,0.20051,0.201572
25549,32.151,26824,355,1.306,0.19947,0.198943,0.199505,0.200511,0.201572
25550,32.152,26824,355,1.306,0.199469,0.198943,0.199505,0.200511,0.201572
25551,32.153,26824,355,1.306,0.19947,0.198943,0.199505,0.20051,0.201572
25552,32.154,26824,355,1.306,0.19947,0.198942,0.199506,0.20051,0.201572
25553,32.154,26824,355,1.306,0.19947,0.198942,0.199505,0.200511,0.201572
25554,32.156,26824,355,1.306,0.19947,0.198942,0.199506,0.200511,0.201571
25555,32.156,26824,355,1.306,0.19947,0.198942,0.199506,0.200511,0.201571
25556,32.156,26824,355,1.306,0.19947,0.198942,0.199506,0.200511,0.201571
25557,32.156,26824,355,1.306,0.19947,0.198942,0.199506,0.20051,0.201571
25558,32.156,26824,355,1.306,0.19947,0.198942,0.199506,0.200511,0.201571
25559,32.156,26824,355,1.306,0.19947,0.198943,0.199506,0.200511,0.201571
25560,32.163,26824,355,1.306,0.199469,0.198942,0.199506,0.20051,0.201572
25561,32.164,26824,355,1.306,0.199469,0.198942,0.199506,0.20051,0.201572
25562,32.164,26824,355,1.306,0.199469,0.198943,0.199506,0.20051,0.201572
25563,32.166,26824,355,1.306,0.199469,0.198943,0.199506,0.20051,0.201572
25564,32.166,26824,355,1.306,0.199469,0.198942,0.199506,0.20051,0.201572
25565,32.168,26824,355,1.306,0.199469,0.198942,0.199505,0.20051,0.201573
25566,32.169,26824,355,1.306,0.199469,0.198942,0.199505,0.20051,0.201573
25567,32.17,26824,355,1.306,0.199469,0.198942,0.199506,0.200509,0.201574
25568,32.171,26824,355,1.306,0.199469,0.198942,0.199506,0.200509,0.201574
25569,32.173,26824,355,1.306,0.199469,0.198942,0.199506,0.200509,0.201574
25570,32.173,26824,355,1.306,0.199468,0.198943,0.199506,0.20051,0.201574
25571,32.176,26824,355,1.306,0.199468,0.198943,0.199505,0.20051,0.201574
25572,32.177,26824,355,1.306,0.199468,0.198943,0.199506,0.20051,0.201573
25573,32.178,26824,355,1.306,0.199469,0.198943,0.199506,0.20051,0.201572
25574,32.179,26824,355,1.306,0.199469,0.198943,0.199506,0.20051,0.201573
25575,32.18,26824,355,1.306,0.199469,0.198943,0.199506,0.200509,0.201573
25576,32.181,26824,355,1.306,0.199469,0.198943,0.199506,0.200509,0.201573
25577,32.182,26824,355,1.306,0.199468,0.198943,0.199508,0.200509,0.201572
25578,32.183,26824,355,1.306,0.199468,0.198943,0.199508,0.200509,0.201572
25579,32.184,26824,355,1.306,0.199468,0.198943,0.199508,0.200509,0.201572
25580,32.185,26824,355,1.306,0.199468,0.198943,0.199508,0.200509,0.201572
25581,32.186,26824,355,1.306,0.199468,0.198943,0.199508,0.200509,0.201572
25582,32.187,26824,355,1.306,0.199468,0.198943,0.199508,0.200509,0.201573
25583,32.188,26824,355,1.306,0.199468,0.198943,0.199508,0.200509,0.201573
25584,32.189,26824,355,1.306,0.199468,0.198943,0.199508,0.200509,0.201573
25585,32.191,26824,355,1.306,0.199468,0.198943,0.199508,0.200509,0.201573
25586,32.191,26824,355,1.306,0.199468,0.198942,0.199508,0.200509,0.201573
25587,32.192,26824,355,1.306,0.199468,0.198943,0.199508,0.200509,0.201573
25588,32.193,26824,355,1.306,0.199468,0.198942,0.199509,0.200509,0.201573
25589,32.194,26824,355,1.306,0.199468,0.198942,0.199509,0.200509,0.201573
25590,32.196,26824,355,1.306,0.199468,0.198942,0.199509,0.200509,0.201573
25591,32.196,26824,355,1.306,0.199468,0.198942,0.199509,0.200509,0.201573
25592,32.196,26824,355,1.306,0.199467,0.198942,0.199509,0.20051,0.201573
25593,32.196,26824,355,1.306,0.199467,0.198942,0.199509,0.20051,0.201573
25594,32.196,26824,355,1.306,0.199468,0.198942,0.199508,0.200509,0.201573
25595,32.196,26824,355,1.306,0.199468,0.198942,0.199508,0.20051,0.201572
25596,32.196,26824,355,1.306,0.199468,0.198942,0.199508,0.20051,0.201572
25597,32.196,26824,355,1.306,0.199468,0.198942,0.199508,0.200509,0.201572
25598,32.196,26824,355,1.306,0.199468,0.198942,0.199508,0.20051,0.201572
25599,32.196,26824,355,1.306,0.199467,0.198943,0.199508,0.20051,0.201572
25600,32.196,26824,355,1.306,0.199467,0.198943,0.199508,0.20051,0.201572
25601,32.196,26824,355,1.306,0.199467,0.198943,0.199508,0.200511,0.201572
25602,32.196,26824,355,1.306,0.199466,0.198943,0.199508,0.20051,0.201572
25603,32.196,26824,355,1.306,0.199466,0.198943,0.199507,0.200512,0.201572
25604,32.196,26824,355,1.306,0.199466,0.198943,0.199508,0.200512,0.201572
25605,32.196,26824,355,1.306,0.199466,0.198943,0.199508,0.200512,0.201572
25606,32.196,26824,355,1.306,0.199466,0.198943,0.199508,0.200512,0.201572
25607,32.212,26824,355,1.306,0.199466,0.198943,0.199507,0.200511,0.201572
25608,32.212,26824,355,1.306,0.199466,0.198943,0.199508,0.200511,0.201572
25609,32.212,26824,355,1.306,0.199465,0.198943,0.199508,0.200511,0.201572
25610,32.212,26824,355,1.306,0.199466,0.198943,0.199507,0.200512,0.201572
25611,32.212,26824,355,1.306,0.199466,0.198943,0.199507,0.200512,0.201573
25612,32.212,26824,355,1.306,0.199466,0.198943,0.199507,0.200511,0.201573
25613,32.212,26824,355,1.306,0.199466,0.198943,0.199507,0.200512,0.201572
25614,32.212,26824,355,1.306,0.199466,0.198943,0.199507,0.200512,0.201572
25615,32.212,26824,355,1.306,0.199466,0.198943,0.199507,0.200512,0.201572
25616,32.212,26824,355,1.306,0.199465,0.198943,0.199507,0.200512,0.201573
25617,32.212,26824,355,1.306,0.199465,0.198943,0.199507,0.200512,0.201573
25618,32.212,26824,355,1.306,0.199465,0.198943,0.199507,0.200512,0.201573
25619,32.212,26824,355,1.306,0.199465,0.198943,0.199508,0.200511,0.201573
25620,32.212,26824,355,1.306,0.199465,0.198943,0.199508,0.200512,0.201573
25621,32.212,26824,355,1.306,0.199464,0.198943,0.199508,0.200512,0.201573
25622,32.212,26824,355,1.306,0.199464,0.198943,0.199508,0.200511,0.201574
25623,32.228,26824,355,1.306,0.199464,0.198942,0.199508,0.200512,0.201574
25624,32.229,26824,355,1.306,0.199464,0.198944,0.199508,0.200512,0.201573
25625,32.229,26824,355,1.306,0.199464,0.198944,0.199507,0.200512,0.201574
25626,32.229,26824,355,1.306,0.199464,0.198944,0.199507,0.200511,0.201574
25627,32.229,26824,355,1.306,0.199465,0.198944,0.199507,0.200511,0.201574
25628,32.229,26824,355,1.306,0.199465,0.198944,0.199507,0.200511,0.201574
25629,32.229,26824,355,1.306,0.199465,0.198944,0.199507,0.200511,0.201573
25630,32.229,26824,355,1.306,0.199465,0.198944,0.199507,0.200511,0.201573
25631,32.229,26824,355,1.306,0.199465,0.198944,0.199507,0.200511,0.201573
25632,32.229,26824,355,1.306,0.199465,0.198944,0.199507,0.200511,0.201573
25633,32.229,26824,355,1.306,0.199465,0.198943,0.199507,0.200511,0.201574
25634,32.229,26824,355,1.306,0.199465,0.198943,0.199507,0.200511,0.201573
25635,32.229,26824,355,1.306,0.199465,0.198943,0.199507,0.200511,0.201573
25636,32.229,26824,355,1.306,0.199466,0.198943,0.199506,0.200511,0.201574
25637,32.229,26824,355,1.306,0.199465,0.198943,0.199506,0.200511,0.201574
25638,32.229,26824,355,1.306,0.199465,0.198944,0.199506,0.200511,0.201574
25639,32.229,26824,355,1.306,0.199465,0.198944,0.199506,0.200511,0.201574
25640,32.244,26824,355,1.306,0.199465,0.198944,0.199506,0.200511,0.201574
25641,32.244,26824,355,1.306,0.199465,0.198944,0.199506,0.200512,0.201574
25642,32.245,26824,355,1.306,0.199465,0.198943,0.199506,0.200511,0.201574
25643,32.245,26824,355,1.306,0.199466,0.198943,0.199505,0.200511,0.201574
25644,32.245,26824,355,1.306,0.199466,0.198943,0.199505,0.200511,0.201574
25645,32.245,26824,355,1.306,0.199466,0.198943,0.199506,0.200511,0.201574
25646,32.245,26824,355,1.306,0.199466,0.198943,0.199506,0.200511,0.201574
25647,32.245,26824,355,1.306,0.199466,0.198943,0.199505,0.200511,0.201575
25648,32.245,26824,355,1.306,0.199466,0.198943,0.199505,0.200511,0.201575
25649,32.245,26824,355,1.306,0.199466,0.198943,0.199505,0.200511,0.201575
25650,32.245,26824,355,1.306,0.199466,0.198943,0.199505,0.200511,0.201575
25651,32.245,26824,355,1.306,0.199466,0.198943,0.199505,0.200511,0.201576
25652,32.245,26824,355,1.306,0.199466,0.198943,0.199505,0.200511,0.201576
25653,32.245,26824,355,1.306,0.199466,0.198943,0.199505,0.20051,0.201576
25654,32.245,26824,355,1.306,0.199466,0.198943,0.199505,0.20051,0.201576
25655,32.245,26824,355,1.306,0.199466,0.198943,0.199505,0.200511,0.201575
25656,32.26,26824,355,1.306,0.199466,0.198944,0.199504,0.200511,0.201575
25657,32.26,26824,355,1.306,0.199466,0.198944,0.199505,0.200511,0.201575
25658,32.262,26824,355,1.306,0.199466,0.198944,0.199505,0.200511,0.201575
25659,32.262,26824,355,1.306,0.199466,0.198943,0.199505,0.200511,0.201575
25660,32.264,26824,355,1.306,0.199466,0.198943,0.199505,0.200511,0.201575
25661,32.264,26824,355,1.306,0.199466,0.198943,0.199504,0.200512,0.201575
25662,32.266,26824,355,1.306,0.199465,0.198943,0.199505,0.200512,0.201575
25663,32.268,26824,355,1.306,0.199466,0.198943,0.199504,0.200512,0.201575
25664,32.268,26824,355,1.306,0.199467,0.198942,0.199504,0.200512,0.201575
25665,32.269,26824,355,1.306,0.199467,0.198942,0.199505,0.200512,0.201575
25666,32.269,26824,355,1.306,0.199466,0.198942,0.199505,0.200512,0.201575
25667,32.269,26824,355,1.306,0.199466,0.198943,0.199505,0.200512,0.201575
25668,32.271,26824,355,1.306,0.199466,0.198943,0.199505,0.200512,0.201575
25669,32.271,26824,355,1.306,0.199466,0.198943,0.199505,0.200512,0.201575
25670,32.273,26824,355,1.306,0.199466,0.198943,0.199505,0.200512,0.201575
25671,32.273,26824,355,1.306,0.199466,0.198942,0.199505,0.200511,0.201575
25672,32.275,26824,355,1.306,0.199466,0.198942,0.199505,0.200511,0.201575
25673,32.277,26824,355,1.306,0.199466,0.198942,0.199505,0.200512,0.201575
25674,32.279,26824,355,1.306,0.199466,0.198942,0.199505,0.200512,0.201575
25675,32.279,26824,355,1.306,0.199466,0.198942,0.199505,0.200512,0.201575
25676,32.279,26824,355,1.306,0.199466,0.198942,0.199504,0.200512,0.201575
25677,32.279,26824,355,1.306,0.199466,0.198942,0.199504,0.200512,0.201575
25678,32.279,26824,355,1.306,0.199466,0.198942,0.199504,0.200512,0.201575
25679,32.279,26824,355,1.306,0.199466,0.198943,0.199504,0.200512,0.201575
25680,32.279,26824,355,1.306,0.199466,0.198943,0.199504,0.200512,0.201575
25681,32.279,26824,355,1.306,0.199466,0.198943,0.199504,0.200513,0.201575
25682,32.279,26824,355,1.306,0.199465,0.198943,0.199505,0.200513,0.201575
25683,32.279,26824,355,1.306,0.199465,0.198943,0.199505,0.200512,0.201574
25684,32.279,26824,355,1.306,0.199465,0.198944,0.199504,0.200512,0.201574
25685,32.279,26824,355,1.306,0.199465,0.198943,0.199505,0.200512,0.201574
25686,32.279,26824,355,1.306,0.199465,0.198943,0.199505,0.200512,0.201575
25687,32.291,26824,355,1.306,0.199465,0.198943,0.199505,0.200512,0.201575
25688,32.293,26824,355,1.306,0.199465,0.198943,0.199505,0.200512,0.201574
25689,32.293,26824,355,1.306,0.199465,0.198943,0.199505,0.200512,0.201574
25690,32.293,26824,355,1.306,0.199465,0.198943,0.199505,0.200512,0.201574
25691,32.293,26824,355,1.306,0.199465,0.198943,0.199505,0.200513,0.201574
25692,32.293,26824,355,1.306,0.199465,0.198943,0.199505,0.200513,0.201574
25693,32.293,26824,355,1.306,0.199465,0.198943,0.199505,0.200513,0.201575
25694,32.293,26824,355,1.306,0.199465,0.198943,0.199505,0.200513,0.201575
25695,32.293,26824,355,1.306,0.199465,0.198943,0.199505,0.200513,0.201575
25696,32.293,26824,355,1.306,0.199465,0.198943,0.199505,0.200513,0.201574
25697,32.293,26824,355,1.306,0.199465,0.198943,0.199505,0.200513,0.201575
25698,32.293,26824,355,1.306,0.199465,0.198943,0.199505,0.200512,0.201575
25699,32.293,26824,355,1.306,0.199464,0.198943,0.199505,0.200512,0.201575
25700,32.293,26824,355,1.306,0.199464,0.198943,0.199504,0.200513,0.201575
25701,32.293,26824,355,1.306,0.199464,0.198942,0.199505,0.200513,0.201575
25702,32.293,26824,355,1.306,0.199464,0.198942,0.199505,0.200513,0.201576
25703,32.308,26824,355,1.306,0.199464,0.198942,0.199505,0.200513,0.201576
25704,32.308,26824,355,1.306,0.199464,0.198942,0.199504,0.200513,0.201577
25705,32.308,26824,355,1.306,0.199464,0.198942,0.199504,0.200513,0.201577
25706,32.308,26824,355,1.306,0.199464,0.198942,0.199504,0.200513,0.201577
25707,32.308,26824,355,1.306,0.199464,0.198942,0.199504,0.200513,0.201577
25708,32.308,26824,355,1.306,0.199464,0.198942,0.199504,0.200513,0.201577
25709,32.308,26824,355,1.306,0.199464,0.198942,0.199504,0.200513,0.201577
25710,32.308,26824,355,1.306,0.199464,0.198942,0.199504,0.200513,0.201577
25711,32.308,26824,355,1.306,0.199464,0.198942,0.199504,0.200513,0.201577
25712,32.308,26824,355,1.306,0.199464,0.198942,0.199504,0.200513,0.201577
25713,32.308,26824,355,1.306,0.199464,0.198942,0.199503,0.200514,0.201577
25714,32.308,26824,355,1.306,0.199464,0.198942,0.199504,0.200513,0.201577
25715,32.308,26824,355,1.306,0.199464,0.198942,0.199504,0.200512,0.201578
25716,32.308,26824,355,1.306,0.199464,0.198943,0.199503,0.200512,0.201578
25717,32.308,26824,355,1.306,0.199464,0.198943,0.199503,0.200512,0.201578
25718,32.308,26824,355,1.306,0.199464,0.198943,0.199503,0.200512,0.201578
25719,32.308,26824,355,1.306,0.199464,0.198943,0.199503,0.200512,0.201578
25720,32.324,26824,355,1.306,0.199464,0.198943,0.199503,0.200512,0.201578
25721,32.326,26824,355,1.306,0.199464,0.198943,0.199503,0.200512,0.201578
25722,32.328,26824,355,1.306,0.199464,0.198943,0.199503,0.200512,0.201579
25723,32.328,26824,355,1.306,0.199464,0.198942,0.199502,0.200513,0.201579
25724,32.328,26824,355,1.306,0.199464,0.198943,0.199503,0.200512,0.201579
25725,32.33,26824,355,1.306,0.199463,0.198944,0.199502,0.200512,0.201579
25726,32.33,26824,355,1.306,0.199463,0.198944,0.199502,0.200512,0.201579
25727,32.332,26824,355,1.306,0.199464,0.198943,0.199502,0.200512,0.201579
25728,32.332,26824,355,1.306,0.199465,0.198943,0.199502,0.200512,0.201578
25729,32.334,26824,355,1.306,0.199465,0.198944,0.199502,0.200511,0.201578
25730,32.334,26824,355,1.306,0.199464,0.198944,0.199502,0.200511,0.201578
25731,32.336,26824,355,1.306,0.199464,0.198945,0.199502,0.200511,0.201578
25732,32.336,26824,355,1.306,0.199465,0.198945,0.199502,0.200511,0.201578
25733,32.338,26824,355,1.306,0.199464,0.198945,0.199502,0.200511,0.201578
25734,32.338,26824,355,1.306,0.199463,0.198945,0.199502,0.200511,0.201579
25735,32.339,26824,355,1.306,0.199463,0.198945,0.199502,0.200511,0.201579
25736,32.339,26824,355,1.306,0.199463,0.198945,0.199502,0.200511,0.201578
25737,32.341,26824,355,1.306,0.199463,0.198945,0.199502,0.200512,0.201578
25738,32.341,26824,355,1.306,0.199463,0.198944,0.199502,0.200512,0.201578
25739,32.343,26824,355,1.306,0.199464,0.198944,0.199503,0.200512,0.201578
25740,32.345,26824,355,1.306,0.199463,0.198944,0.199502,0.200512,0.201578
25741,32.345,26824,355,1.306,0.199463,0.198944,0.199502,0.200512,0.201578
25742,32.347,26824,355,1.306,0.199463,0.198944,0.199502,0.200512,0.201579
25743,32.347,26824,355,1.306,0.199463,0.198944,0.199502,0.200511,0.201579
25744,32.347,26824,355,1.306,0.199463,0.198944,0.199502,0.200511,0.201579
25745,32.349,26824,355,1.306,0.199463,0.198944,0.199502,0.200511,0.201579
25746,32.349,26824,355,1.306,0.199463,0.198944,0.199502,0.200511,0.201579
25747,32.351,26824,355,1.306,0.199463,0.198944,0.199502,0.200511,0.20158
25748,32.353,26824,355,1.306,0.199464,0.198944,0.199502,0.200511,0.201579
25749,32.353,26824,355,1.306,0.199463,0.198944,0.199502,0.200511,0.20158
25750,32.353,26824,355,1.306,0.199464,0.198944,0.199501,0.200511,0.20158
25751,32.355,26824,355,1.306,0.199464,0.198944,0.199501,0.200511,0.20158
25752,32.357,26824,355,1.306,0.199464,0.198945,0.199501,0.200511,0.201579
25753,32.357,26824,355,1.306,0.199465,0.198944,0.199501,0.200511,0.201579
25754,32.359,26824,355,1.306,0.199465,0.198944,0.199501,0.200511,0.201579
25755,32.359,26824,355,1.306,0.199464,0.198944,0.1995,0.200511,0.20158
25756,32.361,26824,355,1.306,0.199464,0.198944,0.199501,0.200511,0.20158
25757,32.361,26824,355,1.306,0.199464,0.198944,0.199501,0.200511,0.20158
25758,32.361,26824,355,1.306,0.199463,0.198944,0.199501,0.200511,0.20158
25759,32.363,26824,355,1.306,0.199463,0.198944,0.199501,0.200511,0.20158
25760,32.363,26824,355,1.306,0.199463,0.198944,0.199501,0.200511,0.20158
25761,32.365,26824,355,1.306,0.199463,0.198944,0.199501,0.200511,0.20158
25762,32.365,26824,355,1.306,0.199463,0.198944,0.199501,0.200511,0.20158
25763,32.367,26824,355,1.306,0.199463,0.198945,0.199501,0.200511,0.20158
25764,32.367,26824,355,1.306,0.199463,0.198945,0.199501,0.200511,0.20158
25765,32.37,26824,355,1.306,0.199463,0.198945,0.199501,0.200511,0.20158
25766,32.37,26824,355,1.306,0.199463,0.198945,0.199501,0.200511,0.20158
25767,32.372,26824,355,1.306,0.199463,0.198945,0.199501,0.200511,0.20158
25768,32.372,26824,355,1.306,0.199463,0.198945,0.199501,0.200511,0.20158
25769,32.372,26824,355,1.306,0.199463,0.198945,0.199501,0.200512,0.20158
25770,32.374,26824,355,1.306,0.199462,0.198945,0.199501,0.200511,0.20158
25771,32.374,26824,355,1.306,0.199463,0.198945,0.199501,0.200512,0.20158
25772,32.375,26824,355,1.306,0.199462,0.198945,0.199501,0.200512,0.20158
25773,32.375,26824,355,1.306,0.199462,0.198945,0.199501,0.200512,0.20158
25774,32.375,26824,355,1.306,0.199462,0.198945,0.199501,0.200512,0.20158
25775,32.375,26824,355,1.306,0.199462,0.198945,0.199502,0.200512,0.20158
25776,32.379,26824,355,1.306,0.199462,0.198945,0.199502,0.200512,0.20158
25777,32.38,26824,355,1.306,0.199462,0.198945,0.199502,0.200511,0.20158
