iter,elapsed_s,best_obj,gap_abs,gap_pct,p_alpha_0.05,p_alpha_0.1,p_alpha_0.2,p_alpha_0.35,p_alpha_0.5
13518,18.148,26824,355,1.306,0.199471,0.198885,0.199488,0.200609,0.201547
13519,18.148,26824,355,1.306,0.199471,0.198885,0.199488,0.200609,0.201547
13520,18.148,26824,355,1.306,0.199471,0.198885,0.199488,0.200609,0.201547
13521,18.148,26824,355,1.306,0.19947,0.198885,0.199488,0.200609,0.201547
13522,18.148,26824,355,1.306,0.19947,0.198884,0.19949,0.200609,0.201547
13523,18.148,26824,355,1.306,0.199469,0.198886,0.19949,0.200608,0.201546
13524,18.148,26824,355,1.306,0.19947,0.198886,0.19949,0.200608,0.201546
13525,18.148,26824,355,1.306,0.19947,0.198886,0.19949,0.200608,0.201546
13526,18.148,26824,355,1.306,0.199471,0.198886,0.199489,0.200608,0.201546
13527,18.158,26824,355,1.306,0.199472,0.198885,0.19949,0.200608,0.201546
13528,18.158,26824,355,1.306,0.199472,0.198885,0.199489,0.200608,0.201546
13529,18.158,26824,355,1.306,0.199472,0.198885,0.199489,0.200608,0.201546
13530,18.161,26824,355,1.306,0.199471,0.198885,0.199489,0.200608,0.201547
13531,18.162,26824,355,1.306,0.199471,0.198885,0.199489,0.200608,0.201547
13532,18.162,26824,355,1.306,0.199471,0.198885,0.199489,0.200609,0.201547
13533,18.163,26824,355,1.306,0.199471,0.198885,0.199489,0.200609,0.201547
13534,18.165,26824,355,1.306,0.199471,0.198885,0.199488,0.200609,0.201547
13535,18.166,26824,355,1.306,0.199471,0.198885,0.199489,0.200608,0.201546
13536,18.168,26824,355,1.306,0.199471,0.198885,0.199489,0.200608,0.201546
13537,18.169,26824,355,1.306,0.19947,0.198886,0.199489,0.200608,0.201546
13538,18.17,26824,355,1.306,0.19947,0.198888,0.199489,0.200608,0.201546
13539,18.171,26824,355,1.306,0.19947,0.198888,0.199489,0.200608,0.201546
13540,18.172,26824,355,1.306,0.199469,0.198887,0.199492,0.200607,0.201545
13541,18.172,26824,355,1.306,0.199468,0.198887,0.199492,0.200607,0.201545
13542,18.173,26824,355,1.306,0.199468,0.198887,0.199492,0.200608,0.201545
13543,18.174,26824,355,1.306,0.199468,0.198887,0.199492,0.200607,0.201545
13544,18.175,26824,355,1.306,0.199468,0.198887,0.199492,0.200607,0.201545
13545,18.177,26824,355,1.306,0.19947,0.198887,0.199491,0.200607,0.201545
13546,18.178,26824,355,1.306,0.19947,0.198887,0.199491,0.200607,0.201545
13547,18.179,26824,355,1.306,0.19947,0.198886,0.199491,0.200606,0.201547
13548,18.18,26824,355,1.306,0.19947,0.198887,0.199491,0.200606,0.201547
13549,18.181,26824,355,1.306,0.19947,0.198887,0.19949,0.200606,0.201547
13550,18.182,26824,355,1.306,0.199471,0.198887,0.19949,0.200605,0.201547
13551,18.183,26824,355,1.306,0.19947,0.198887,0.199491,0.200605,0.201547
13552,18.184,26824,355,1.306,0.19947,0.198887,0.199491,0.200604,0.201548
13553,18.185,26824,355,1.306,0.19947,0.198888,0.19949,0.200605,0.201548
13554,18.186,26824,355,1.306,0.19947,0.198888,0.19949,0.200604,0.201548
13555,18.186,26824,355,1.306,0.19947,0.198888,0.199488,0.200605,0.201548
13556,18.187,26824,355,1.306,0.19947,0.198888,0.199489,0.200605,0.201548
13557,18.188,26824,355,1.306,0.19947,0.198888,0.199489,0.200605,0.201548
13558,18.189,26824,355,1.306,0.19947,0.198888,0.199489,0.200605,0.201548
13559,18.19,26824,355,1.306,0.19947,0.198888,0.199489,0.200605,0.201548
13560,18.191,26824,355,1.306,0.199472,0.198888,0.199488,0.200604,0.201548
13561,18.191,26824,355,1.306,0.199472,0.198888,0.199487,0.200605,0.201548
13562,18.193,26824,355,1.306,0.199472,0.198888,0.199486,0.200604,0.201549
13563,18.194,26824,355,1.306,0.199472,0.198887,0.199487,0.200605,0.20155
13564,18.194,26824,355,1.306,0.199471,0.198887,0.199487,0.200605,0.20155
13565,18.195,26824,355,1.306,0.199471,0.198887,0.199487,0.200605,0.201549
13566,18.195,26824,355,1.306,0.199472,0.198887,0.199486,0.200605,0.20155
13567,18.195,26824,355,1.306,0.199472,0.198887,0.199486,0.200605,0.20155
13568,18.195,26824,355,1.306,0.199472,0.198888,0.199485,0.200605,0.20155
13569,18.195,26824,355,1.306,0.199472,0.198888,0.199485,0.200605,0.20155
13570,18.195,26824,355,1.306,0.199472,0.198887,0.199485,0.200605,0.20155
13571,18.195,26824,355,1.306,0.199473,0.198887,0.199485,0.200605,0.20155
13572,18.195,26824,355,1.306,0.199473,0.198886,0.199485,0.200606,0.201551
13573,18.195,26824,355,1.306,0.199473,0.198886,0.199485,0.200606,0.20155
13574,18.195,26824,355,1.306,0.199473,0.198886,0.199486,0.200606,0.20155
13575,18.195,26824,355,1.306,0.199472,0.198886,0.199486,0.200606,0.20155
13576,18.195,26824,355,1.306,0.199472,0.198886,0.199485,0.200606,0.201551
13577,18.195,26824,355,1.306,0.199472,0.198886,0.199485,0.200606,0.201551
13578,18.195,26824,355,1.306,0.199471,0.198886,0.199485,0.200608,0.20155
13579,18.195,26824,355,1.306,0.199471,0.198886,0.199485,0.200608,0.20155
13580,18.195,26824,355,1.306,0.199472,0.198886,0.199485,0.200606,0.201551
13581,18.211,26824,355,1.306,0.199472,0.198886,0.199485,0.200605,0.201551
13582,18.212,26824,355,1.306,0.199472,0.198886,0.199485,0.200605,0.201551
13583,18.212,26824,355,1.306,0.199472,0.198886,0.199485,0.200605,0.201552
13584,18.212,26824,355,1.306,0.199472,0.198886,0.199484,0.200605,0.201553
13585,18.212,26824,355,1.306,0.199472,0.198886,0.199484,0.200605,0.201553
13586,18.212,26824,355,1.306,0.199472,0.198886,0.199484,0.200605,0.201552
13587,18.212,26824,355,1.306,0.199472,0.198886,0.199485,0.200605,0.201552
13588,18.212,26824,355,1.306,0.199472,0.198886,0.199486,0.200605,0.201552
13589,18.212,26824,355,1.306,0.199471,0.198885,0.199485,0.200606,0.201552
13590,18.212,26824,355,1.306,0.199471,0.198885,0.199485,0.200607,0.201552
13591,18.212,26824,355,1.306,0.199471,0.198885,0.199485,0.200607,0.201552
13592,18.212,26824,355,1.306,0.199471,0.198884,0.199486,0.200607,0.201552
13593,18.212,26824,355,1.306,0.199471,0.198884,0.199486,0.200608,0.201552
13594,18.212,26824,355,1.306,0.199471,0.198883,0.199486,0.200608,0.201552
13595,18.212,26824,355,1.306,0.199471,0.198883,0.199485,0.200608,0.201552
13596,18.212,26824,355,1.306,0.199471,0.198884,0.199484,0.200609,0.201552
13597,18.227,26824,355,1.306,0.199471,0.198884,0.199484,0.200609,0.201552
13598,18.228,26824,355,1.306,0.199471,0.198884,0.199484,0.200609,0.201552
13599,18.229,26824,355,1.306,0.199471,0.198883,0.199484,0.200608,0.201553
13600,18.229,26824,355,1.306,0.199471,0.198884,0.199484,0.200608,0.201553
13601,18.229,26824,355,1.306,0.199472,0.198884,0.199483,0.200608,0.201553
13602,18.229,26824,355,1.306,0.199472,0.198884,0.199484,0.200608,0.201552
13603,18.229,26824,355,1.306,0.199472,0.198884,0.199484,0.200608,0.201552
13604,18.229,26824,355,1.306,0.199472,0.198884,0.199483,0.200608,0.201552
13605,18.229,26824,355,1.306,0.199472,0.198884,0.199484,0.200608,0.201552
13606,18.229,26824,355,1.306,0.199472,0.198885,0.199484,0.200607,0.201552
13607,18.229,26824,355,1.306,0.199472,0.198884,0.199484,0.200607,0.201553
13608,18.229,26824,355,1.306,0.199472,0.198884,0.199485,0.200607,0.201553
13609,18.229,26824,355,1.306,0.199471,0.198884,0.199484,0.200606,0.201555
13610,18.229,26824,355,1.306,0.199471,0.198883,0.199484,0.200607,0.201555
13611,18.242,26824,355,1.306,0.199471,0.198883,0.199484,0.200608,0.201554
13612,18.242,26824,355,1.306,0.199471,0.198884,0.199483,0.200608,0.201554
13613,18.243,26824,355,1.306,0.199471,0.198884,0.199483,0.200608,0.201554
13614,18.243,26824,355,1.306,0.199471,0.198884,0.199483,0.200607,0.201554
13615,18.243,26824,355,1.306,0.199471,0.198884,0.199484,0.200607,0.201554
13616,18.243,26824,355,1.306,0.19947,0.198885,0.199483,0.200607,0.201554
13617,18.243,26824,355,1.306,0.19947,0.198887,0.199483,0.200607,0.201554
13618,18.243,26824,355,1.306,0.19947,0.198887,0.199483,0.200607,0.201554
13619,18.243,26824,355,1.306,0.19947,0.198887,0.199483,0.200607,0.201554
13620,18.243,26824,355,1.306,0.19947,0.198886,0.199483,0.200607,0.201554
13621,18.243,26824,355,1.306,0.19947,0.198886,0.199482,0.200607,0.201554
13622,18.243,26824,355,1.306,0.19947,0.198886,0.199482,0.200607,0.201555
13623,18.243,26824,355,1.306,0.199469,0.198886,0.199482,0.200607,0.201556
13624,18.243,26824,355,1.306,0.199469,0.198886,0.199482,0.200607,0.201556
13625,18.243,26824,355,1.306,0.199469,0.198886,0.199482,0.200608,0.201556
13626,18.243,26824,355,1.306,0.199469,0.198887,0.19948,0.200608,0.201556
13627,18.243,26824,355,1.306,0.199469,0.198887,0.19948,0.200608,0.201556
13628,18.258,26824,355,1.306,0.199469,0.198887,0.19948,0.200608,0.201556
13629,18.258,26824,355,1.306,0.199469,0.198887,0.19948,0.200608,0.201555
13630,18.26,26824,355,1.306,0.199469,0.198887,0.19948,0.200608,0.201555
13631,18.262,26824,355,1.306,0.199469,0.198887,0.19948,0.200608,0.201555
13632,18.262,26824,355,1.306,0.199469,0.198887,0.19948,0.200608,0.201555
13633,18.262,26824,355,1.306,0.199469,0.198887,0.19948,0.200607,0.201557
13634,18.264,26824,355,1.306,0.199468,0.198887,0.19948,0.200608,0.201558
13635,18.264,26824,355,1.306,0.199468,0.198887,0.19948,0.200608,0.201558
13636,18.266,26824,355,1.306,0.199467,0.198887,0.19948,0.200607,0.201559
13637,18.266,26824,355,1.306,0.199468,0.198885,0.19948,0.200608,0.201559
13638,18.268,26824,355,1.306,0.199468,0.198885,0.19948,0.200607,0.201559
13639,18.268,26824,355,1.306,0.199469,0.198886,0.19948,0.200606,0.201559
13640,18.27,26824,355,1.306,0.199469,0.198886,0.19948,0.200606,0.201559
13641,18.27,26824,355,1.306,0.199469,0.198885,0.19948,0.200606,0.201559
13642,18.272,26824,355,1.306,0.199471,0.198885,0.19948,0.200606,0.201558
13643,18.274,26824,355,1.306,0.199471,0.198885,0.19948,0.200606,0.201558
13644,18.274,26824,355,1.306,0.199471,0.198885,0.19948,0.200606,0.201558
13645,18.275,26824,355,1.306,0.199471,0.198886,0.19948,0.200606,0.201558
13646,18.275,26824,355,1.306,0.199471,0.198886,0.19948,0.200605,0.201558
13647,18.277,26824,355,1.306,0.199472,0.198886,0.19948,0.200605,0.201558
13648,18.277,26824,355,1.306,0.199472,0.198886,0.19948,0.200605,0.201558
13649,18.279,26824,355,1.306,0.199472,0.198885,0.19948,0.200605,0.201559
13650,18.279,26824,355,1.306,0.19947,0.198886,0.19948,0.200605,0.201559
13651,18.281,26824,355,1.306,0.19947,0.198886,0.19948,0.200605,0.201559
13652,18.283,26824,355,1.306,0.19947,0.198885,0.199481,0.200605,0.201559
13653,18.283,26824,355,1.306,0.19947,0.198885,0.199481,0.200605,0.201559
13654,18.283,26824,355,1.306,0.19947,0.198885,0.199481,0.200605,0.201559
13655,18.285,26824,355,1.306,0.19947,0.198886,0.199481,0.200605,0.201559
13656,18.287,26824,355,1.306,0.199469,0.198885,0.199481,0.200605,0.20156
13657,18.287,26824,355,1.306,0.199469,0.198885,0.199481,0.200605,0.20156
13658,18.287,26824,355,1.306,0.199469,0.198885,0.199481,0.200605,0.20156
13659,18.289,26824,355,1.306,0.199469,0.198885,0.199481,0.200605,0.20156
13660,18.291,26824,355,1.306,0.199469,0.198884,0.19948,0.200607,0.20156
13661,18.291,26824,355,1.306,0.199469,0.198885,0.199481,0.200607,0.201559
13662,18.291,26824,355,1.306,0.199468,0.198885,0.199481,0.200607,0.201559
13663,18.291,26824,355,1.306,0.199467,0.198884,0.19948,0.200609,0.201559
13664,18.291,26824,355,1.306,0.199467,0.198884,0.19948,0.200609,0.201559
13665,18.291,26824,355,1.306,0.199467,0.198884,0.19948,0.200609,0.20156
13666,18.291,26824,355,1.306,0.199467,0.198885,0.19948,0.200609,0.20156
13667,18.291,26824,355,1.306,0.199467,0.198884,0.19948,0.200609,0.20156
13668,18.291,26824,355,1.306,0.199467,0.198885,0.19948,0.200609,0.20156
13669,18.291,26824,355,1.306,0.199467,0.198884,0.19948,0.200609,0.201559
13670,18.291,26824,355,1.306,0.199467,0.198884,0.199481,0.200609,0.201559
13671,18.291,26824,355,1.306,0.199467,0.198884,0.199481,0.200608,0.201559
13672,18.291,26824,355,1.306,0.199467,0.198884,0.199481,0.200608,0.201559
13673,18.305,26824,355,1.306,0.199467,0.198885,0.199481,0.200608,0.201559
13674,18.305,26824,355,1.306,0.199467,0.198884,0.199481,0.200608,0.20156
13675,18.305,26824,355,1.306,0.199467,0.198885,0.199481,0.200608,0.20156
13676,18.305,26824,355,1.306,0.199467,0.198884,0.199481,0.200608,0.20156
13677,18.305,26824,355,1.306,0.199468,0.198884,0.199481,0.200608,0.201559
13678,18.305,26824,355,1.306,0.199468,0.198885,0.199481,0.200608,0.201558
13679,18.305,26824,355,1.306,0.199468,0.198885,0.199481,0.200608,0.201557
13680,18.305,26824,355,1.306,0.199468,0.198885,0.199481,0.200608,0.201557
13681,18.305,26824,355,1.306,0.199469,0.198885,0.199479,0.200609,0.201558
13682,18.305,26824,355,1.306,0.199469,0.198884,0.199479,0.200609,0.201558
13683,18.305,26824,355,1.306,0.199469,0.198884,0.199478,0.20061,0.201558
13684,18.305,26824,355,1.306,0.199469,0.198884,0.199478,0.200609,0.201559
13685,18.305,26824,355,1.306,0.199469,0.198884,0.199478,0.20061,0.201559
13686,18.305,26824,355,1.306,0.19947,0.198884,0.199477,0.20061,0.201559
13687,18.305,26824,355,1.306,0.19947,0.198884,0.199477,0.20061,0.201559
13688,18.305,26824,355,1.306,0.19947,0.198884,0.199477,0.20061,0.201559
13689,18.305,26824,355,1.306,0.19947,0.198884,0.199477,0.20061,0.201559
13690,18.305,26824,355,1.306,0.19947,0.198884,0.199477,0.20061,0.201559
13691,18.321,26824,355,1.306,0.19947,0.198884,0.199477,0.20061,0.201559
13692,18.322,26824,355,1.306,0.19947,0.198884,0.199477,0.20061,0.201559
13693,18.322,26824,355,1.306,0.19947,0.198884,0.199477,0.20061,0.201559
13694,18.322,26824,355,1.306,0.199469,0.198884,0.199478,0.20061,0.201559
13695,18.322,26824,355,1.306,0.199469,0.198884,0.199478,0.20061,0.201559
13696,18.322,26824,355,1.306,0.199469,0.198884,0.199477,0.200611,0.201559
13697,18.322,26824,355,1.306,0.199469,0.198884,0.199477,0.200611,0.201559
13698,18.322,26824,355,1.306,0.199471,0.198883,0.199477,0.200611,0.201558
13699,18.322,26824,355,1.306,0.19947,0.198884,0.199477,0.200611,0.201558
13700,18.322,26824,355,1.306,0.19947,0.198884,0.199477,0.200611,0.201558
13701,18.322,26824,355,1.306,0.199471,0.198884,0.199476,0.20061,0.201558
13702,18.322,26824,355,1.306,0.199471,0.198884,0.199476,0.20061,0.201558
13703,18.322,26824,355,1.306,0.19947,0.198884,0.199477,0.200611,0.201559
13704,18.322,26824,355,1.306,0.19947,0.198884,0.199476,0.20061,0.201559
13705,18.322,26824,355,1.306,0.19947,0.198884,0.199476,0.20061,0.201559
13706,18.322,26824,355,1.306,0.19947,0.198885,0.199477,0.200611,0.201559
13707,18.337,26824,355,1.306,0.199469,0.198884,0.199476,0.200612,0.201558
13708,18.338,26824,355,1.306,0.199469,0.198884,0.199476,0.200612,0.201558
13709,18.338,26824,355,1.306,0.199469,0.198884,0.199476,0.200612,0.201559
13710,18.338,26824,355,1.306,0.19947,0.198885,0.199476,0.200612,0.201558
13711,18.338,26824,355,1.306,0.19947,0.198885,0.199475,0.200612,0.201558
13712,18.338,26824,355,1.306,0.199469,0.198885,0.199475,0.200613,0.201558
13713,18.338,26824,355,1.306,0.199469,0.198885,0.199474,0.200612,0.20156
13714,18.338,26824,355,1.306,0.199469,0.198885,0.199475,0.200613,0.201558
13715,18.338,26824,355,1.306,0.199469,0.198885,0.199475,0.200613,0.201558
13716,18.338,26824,355,1.306,0.19947,0.198885,0.199473,0.200613,0.201559
13717,18.338,26824,355,1.306,0.199469,0.198886,0.199473,0.200613,0.201559
13718,18.338,26824,355,1.306,0.199469,0.198885,0.199473,0.200613,0.20156
13719,18.338,26824,355,1.306,0.199469,0.198886,0.199472,0.200613,0.20156
13720,18.338,26824,355,1.306,0.199469,0.198886,0.199472,0.200613,0.20156
13721,18.338,26824,355,1.306,0.199468,0.198886,0.199473,0.200613,0.20156
13722,18.338,26824,355,1.306,0.199467,0.198886,0.199473,0.200614,0.201561
13723,18.338,26824,355,1.306,0.199467,0.198887,0.199473,0.200614,0.20156
13724,18.353,26824,355,1.306,0.199466,0.198887,0.199473,0.200614,0.201561
13725,18.353,26824,355,1.306,0.199466,0.198886,0.199473,0.200614,0.201562
13726,18.353,26824,355,1.306,0.199466,0.198887,0.199473,0.200613,0.201561
13727,18.353,26824,355,1.306,0.199465,0.198886,0.199472,0.200613,0.201563
13728,18.358,26824,355,1.306,0.199465,0.198886,0.199472,0.200613,0.201563
13729,18.358,26824,355,1.306,0.199466,0.198887,0.199471,0.200613,0.201564
13730,18.358,26824,355,1.306,0.199465,0.198888,0.199471,0.200613,0.201563
13731,18.358,26824,355,1.306,0.199465,0.198888,0.199471,0.200613,0.201563
13732,18.358,26824,355,1.306,0.199466,0.198888,0.199471,0.200613,0.201562
13733,18.358,26824,355,1.306,0.199466,0.198888,0.199471,0.200614,0.201562
13734,18.358,26824,355,1.306,0.199464,0.198888,0.199472,0.200614,0.201562
13735,18.358,26824,355,1.306,0.199464,0.198888,0.199472,0.200614,0.201562
13736,18.358,26824,355,1.306,0.199464,0.198888,0.199471,0.200614,0.201563
13737,18.358,26824,355,1.306,0.199464,0.198889,0.199471,0.200614,0.201563
13738,18.358,26824,355,1.306,0.199464,0.198889,0.199471,0.200614,0.201563
13739,18.369,26824,355,1.306,0.199464,0.198889,0.199471,0.200614,0.201563
13740,18.37,26824,355,1.306,0.199464,0.198889,0.199471,0.200614,0.201563
13741,18.37,26824,355,1.306,0.199464,0.198889,0.199471,0.200614,0.201563
13742,18.37,26824,355,1.306,0.199463,0.198889,0.199471,0.200615,0.201562
13743,18.37,26824,355,1.306,0.199464,0.198889,0.199469,0.200616,0.201563
13744,18.37,26824,355,1.306,0.199464,0.198889,0.199469,0.200616,0.201562
13745,18.37,26824,355,1.306,0.199464,0.198888,0.19947,0.200616,0.201563
13746,18.37,26824,355,1.306,0.199464,0.198888,0.19947,0.200616,0.201563
13747,18.37,26824,355,1.306,0.199464,0.198888,0.19947,0.200616,0.201563
13748,18.37,26824,355,1.306,0.199464,0.198888,0.19947,0.200616,0.201561
13749,18.37,26824,355,1.306,0.199464,0.198888,0.19947,0.200617,0.201561
13750,18.385,26824,355,1.306,0.199464,0.198888,0.19947,0.200617,0.201561
13751,18.386,26824,355,1.306,0.199464,0.198888,0.199471,0.200617,0.201561
13752,18.386,26824,355,1.306,0.199464,0.198888,0.199471,0.200617,0.20156
13753,18.386,26824,355,1.306,0.199464,0.198888,0.199471,0.200617,0.20156
13754,18.386,26824,355,1.306,0.199464,0.198888,0.199471,0.200617,0.20156
13755,18.386,26824,355,1.306,0.199464,0.198888,0.199471,0.200616,0.20156
13756,18.386,26824,355,1.306,0.199464,0.198888,0.199471,0.200616,0.20156
13757,18.394,26824,355,1.306,0.199464,0.198888,0.199471,0.200616,0.20156
13758,18.394,26824,355,1.306,0.199464,0.198888,0.199471,0.200616,0.20156
13759,18.396,26824,355,1.306,0.199465,0.198888,0.199471,0.200616,0.20156
13760,18.396,26824,355,1.306,0.199465,0.198888,0.199471,0.200616,0.20156
13761,18.398,26824,355,1.306,0.199464,0.198888,0.199472,0.200616,0.201559
13762,18.398,26824,355,1.306,0.199465,0.198888,0.199472,0.200615,0.20156
13763,18.4,26824,355,1.306,0.199464,0.198888,0.199472,0.200616,0.201559
13764,18.4,26824,355,1.306,0.199465,0.198888,0.199472,0.200616,0.201559
13765,18.402,26824,355,1.306,0.199464,0.198888,0.199472,0.200616,0.201559
13766,18.402,26824,355,1.306,0.199464,0.198888,0.199472,0.200617,0.201559
13767,18.404,26824,355,1.306,0.199465,0.198888,0.199473,0.200615,0.201559
13768,18.406,26824,355,1.306,0.199464,0.198888,0.199472,0.200615,0.201561
13769,18.406,26824,355,1.306,0.199464,0.198888,0.199472,0.200615,0.20156
13770,18.406,26824,355,1.306,0.199464,0.198888,0.199473,0.200615,0.201561
13771,18.408,26824,355,1.306,0.199464,0.198888,0.199472,0.200615,0.201561
13772,18.408,26824,355,1.306,0.199464,0.198887,0.199473,0.200615,0.201561
13773,18.41,26824,355,1.306,0.199466,0.198887,0.199472,0.200615,0.20156
13774,18.41,26824,355,1.306,0.199466,0.198887,0.199472,0.200615,0.20156
13775,18.412,26824,355,1.306,0.199467,0.198887,0.19947,0.200615,0.201561
13776,18.412,26824,355,1.306,0.199467,0.198888,0.19947,0.200615,0.201561
13777,18.414,26824,355,1.306,0.199467,0.198888,0.19947,0.200616,0.20156
13778,18.414,26824,355,1.306,0.199467,0.198888,0.19947,0.200616,0.20156
13779,18.416,26824,355,1.306,0.199467,0.198888,0.19947,0.200616,0.201559
13780,18.416,26824,355,1.306,0.199467,0.198888,0.19947,0.200616,0.201559
13781,18.418,26824,355,1.306,0.199467,0.198888,0.19947,0.200616,0.201559
13782,18.418,26824,355,1.306,0.199468,0.198888,0.19947,0.200616,0.201558
13783,18.418,26824,355,1.306,0.199467,0.198888,0.19947,0.200616,0.201558
13784,18.422,26824,355,1.306,0.199467,0.198888,0.19947,0.200616,0.20156
13785,18.424,26824,355,1.306,0.199466,0.198887,0.19947,0.200615,0.201561
13786,18.424,26824,355,1.306,0.199466,0.198887,0.19947,0.200616,0.201561
13787,18.426,26824,355,1.306,0.199466,0.198887,0.19947,0.200616,0.201561
13788,18.426,26824,355,1.306,0.199466,0.198888,0.19947,0.200616,0.201561
13789,18.428,26824,355,1.306,0.199466,0.198887,0.19947,0.200617,0.201561
13790,18.428,26824,355,1.306,0.199466,0.198888,0.19947,0.200616,0.201561
13791,18.43,26824,355,1.306,0.199466,0.198888,0.19947,0.200616,0.201561
13792,18.432,26824,355,1.306,0.199466,0.198888,0.199469,0.200616,0.201561
13793,18.432,26824,355,1.306,0.199467,0.198888,0.199467,0.200616,0.201562
13794,18.434,26824,355,1.306,0.199467,0.198888,0.199467,0.200617,0.201561
13795,18.436,26824,355,1.306,0.199467,0.198888,0.199467,0.200616,0.201562
13796,18.436,26824,355,1.306,0.199467,0.198888,0.199467,0.200616,0.201562
13797,18.438,26824,355,1.306,0.199467,0.198888,0.199468,0.200616,0.201562
13798,18.438,26824,355,1.306,0.199467,0.198888,0.199467,0.200616,0.201562
13799,18.438,26824,355,1.306,0.199466,0.198888,0.199468,0.200616,0.201562
13800,18.44,26824,355,1.306,0.199466,0.198888,0.199468,0.200615,0.201562
13801,18.44,26824,355,1.306,0.199466,0.198889,0.199468,0.200615,0.201562
13802,18.442,26824,355,1.306,0.199466,0.198888,0.199469,0.200615,0.201562
13803,18.444,26824,355,1.306,0.199467,0.198888,0.199469,0.200614,0.201561
13804,18.444,26824,355,1.306,0.199467,0.198888,0.199469,0.200615,0.201561
13805,18.446,26824,355,1.306,0.199467,0.198888,0.199469,0.200615,0.201561
13806,18.448,26824,355,1.306,0.199467,0.198888,0.19947,0.200615,0.201561
13807,18.448,26824,355,1.306,0.199467,0.198887,0.199469,0.200614,0.201562
13808,18.45,26824,355,1.306,0.199467,0.198888,0.199469,0.200615,0.201562
13809,18.45,26824,355,1.306,0.199467,0.198888,0.19947,0.200613,0.201562
13810,18.452,26824,355,1.306,0.199468,0.198888,0.19947,0.200613,0.201562
13811,18.452,26824,355,1.306,0.199467,0.19889,0.199469,0.200612,0.201562
13812,18.454,26824,355,1.306,0.199467,0.198889,0.19947,0.200612,0.201562
13813,18.454,26824,355,1.306,0.199467,0.198889,0.19947,0.200612,0.201562
13814,18.454,26824,355,1.306,0.199467,0.198889,0.19947,0.200612,0.201562
13815,18.456,26824,355,1.306,0.199467,0.198891,0.19947,0.200612,0.201561
13816,18.456,26824,355,1.306,0.199467,0.19889,0.19947,0.200612,0.201561
13817,18.458,26824,355,1.306,0.199467,0.198891,0.19947,0.200612,0.20156
13818,18.458,26824,355,1.306,0.199466,0.198893,0.19947,0.200612,0.20156
13819,18.46,26824,355,1.306,0.199467,0.198893,0.19947,0.200611,0.20156
13820,18.46,26824,355,1.306,0.199467,0.198893,0.19947,0.200611,0.20156
13821,18.462,26824,355,1.306,0.199467,0.198893,0.19947,0.200609,0.20156
13822,18.464,26824,355,1.306,0.199467,0.198893,0.19947,0.200609,0.20156
13823,18.464,26824,355,1.306,0.199467,0.198895,0.19947,0.200609,0.20156
13824,18.464,26824,355,1.306,0.199467,0.198896,0.199469,0.200609,0.20156
13825,18.464,26824,355,1.306,0.199467,0.198896,0.199469,0.200609,0.201558
13826,18.464,26824,355,1.306,0.199467,0.198896,0.199469,0.200611,0.201558
13827,18.464,26824,355,1.306,0.199467,0.198897,0.199468,0.200611,0.201558
13828,18.464,26824,355,1.306,0.199467,0.198897,0.199468,0.200611,0.201558
13829,18.464,26824,355,1.306,0.199467,0.198897,0.199468,0.200611,0.201558
13830,18.464,26824,355,1.306,0.199466,0.198897,0.199468,0.200611,0.201558
13831,18.464,26824,355,1.306,0.199466,0.198897,0.199468,0.200611,0.201558
13832,18.464,26824,355,1.306,0.199467,0.198897,0.199468,0.200611,0.201557
13833,18.464,26824,355,1.306,0.199466,0.198897,0.199469,0.200611,0.201557
13834,18.464,26824,355,1.306,0.199464,0.198898,0.199469,0.200611,0.201557
13835,18.464,26824,355,1.306,0.199463,0.198898,0.199469,0.200612,0.201558
13836,18.464,26824,355,1.306,0.199463,0.198898,0.199469,0.200612,0.201558
13837,18.464,26824,355,1.306,0.199463,0.198898,0.199469,0.200612,0.201559
13838,18.464,26824,355,1.306,0.199463,0.198898,0.199469,0.200612,0.201559
13839,18.479,26824,355,1.306,0.199463,0.198898,0.199469,0.200611,0.201559
13840,18.479,26824,355,1.306,0.199463,0.198898,0.199468,0.200611,0.201559
13841,18.481,26824,355,1.306,0.199462,0.198898,0.19947,0.200611,0.201559
13842,18.483,26824,355,1.306,0.199463,0.198898,0.19947,0.200611,0.201559
13843,18.483,26824,355,1.306,0.199464,0.198897,0.199469,0.200611,0.201559
13844,18.483,26824,355,1.306,0.199464,0.198897,0.199469,0.200611,0.201559
13845,18.485,26824,355,1.306,0.199464,0.198897,0.19947,0.200611,0.201559
13846,18.485,26824,355,1.306,0.199464,0.198897,0.199469,0.200611,0.201559
13847,18.487,26824,355,1.306,0.199462,0.198898,0.19947,0.200611,0.201559
13848,18.487,26824,355,1.306,0.199463,0.198898,0.199469,0.200611,0.201559
13849,18.489,26824,355,1.306,0.199462,0.198898,0.199469,0.200611,0.201559
13850,18.489,26824,355,1.306,0.199462,0.198898,0.199471,0.200611,0.201559
13851,18.489,26824,355,1.306,0.199462,0.198896,0.199471,0.200611,0.201559
13852,18.491,26824,355,1.306,0.199462,0.198896,0.199471,0.200611,0.20156
13853,18.491,26824,355,1.306,0.199462,0.198896,0.199471,0.200611,0.20156
13854,18.493,26824,355,1.306,0.199462,0.198896,0.19947,0.200611,0.20156
13855,18.493,26824,355,1.306,0.199462,0.198896,0.19947,0.200612,0.201559
13856,18.495,26824,355,1.306,0.199462,0.198896,0.19947,0.200612,0.201559
